"id";"tmp";"cmd_id";"value";"cmd_name";"enno_serial";"device_name";"createdAt";"updatedAt"
1080972;2021-01-19 22:00:00;249;60.49;FT;"GHA";Hydraulic Unit;;
1081740;2021-01-19 22:00:00;252;47.54;BT;"GHA";Hydraulic Unit;;
1081739;2021-01-19 21:45:00;252;45.4;BT;"GHA";Hydraulic Unit;;
1080971;2021-01-19 21:45:00;249;62.42;FT;"GHA";Hydraulic Unit;;
1081738;2021-01-19 21:30:00;252;46.45;BT;"GHA";Hydraulic Unit;;
1080970;2021-01-19 21:30:00;249;61.4;FT;"GHA";Hydraulic Unit;;
1080969;2021-01-19 21:15:00;249;62.23;FT;"GHA";Hydraulic Unit;;
1081737;2021-01-19 21:15:00;252;43.53;BT;"GHA";Hydraulic Unit;;
1081736;2021-01-19 21:00:00;252;46.61;BT;"GHA";Hydraulic Unit;;
1080968;2021-01-19 21:00:00;249;63.11;FT;"GHA";Hydraulic Unit;;
1080967;2021-01-19 20:45:00;249;59.81;FT;"GHA";Hydraulic Unit;;
1081735;2021-01-19 20:45:00;252;44.89;BT;"GHA";Hydraulic Unit;;
1081734;2021-01-19 20:30:00;252;45.43;BT;"GHA";Hydraulic Unit;;
1080966;2021-01-19 20:30:00;249;62.41;FT;"GHA";Hydraulic Unit;;
1081733;2021-01-19 20:15:00;252;44.76;BT;"GHA";Hydraulic Unit;;
1080965;2021-01-19 20:15:00;249;61.31;FT;"GHA";Hydraulic Unit;;
1080964;2021-01-19 20:00:00;249;60.7;FT;"GHA";Hydraulic Unit;;
1081732;2021-01-19 20:00:00;252;45.46;BT;"GHA";Hydraulic Unit;;
1081731;2021-01-19 19:45:00;252;45.53;BT;"GHA";Hydraulic Unit;;
1080963;2021-01-19 19:45:00;249;64.22;FT;"GHA";Hydraulic Unit;;
1081730;2021-01-19 19:30:00;252;47.62;BT;"GHA";Hydraulic Unit;;
1080962;2021-01-19 19:30:00;249;60.2;FT;"GHA";Hydraulic Unit;;
1081729;2021-01-19 19:15:00;252;47.64;BT;"GHA";Hydraulic Unit;;
1080961;2021-01-19 19:15:00;249;67.14;FT;"GHA";Hydraulic Unit;;
1080960;2021-01-19 19:00:00;249;64.76;FT;"GHA";Hydraulic Unit;;
1081728;2021-01-19 19:00:00;252;44.77;BT;"GHA";Hydraulic Unit;;
1081727;2021-01-19 18:45:00;252;46.65;BT;"GHA";Hydraulic Unit;;
1080959;2021-01-19 18:45:00;249;64.4;FT;"GHA";Hydraulic Unit;;
1081726;2021-01-19 18:30:00;252;45.26;BT;"GHA";Hydraulic Unit;;
1080958;2021-01-19 18:30:00;249;65.16;FT;"GHA";Hydraulic Unit;;
1080957;2021-01-19 18:15:00;249;62.46;FT;"GHA";Hydraulic Unit;;
1081725;2021-01-19 18:15:00;252;44.44;BT;"GHA";Hydraulic Unit;;
1081724;2021-01-19 18:00:00;252;47.07;BT;"GHA";Hydraulic Unit;;
1080956;2021-01-19 18:00:00;249;60.46;FT;"GHA";Hydraulic Unit;;
1081723;2021-01-19 17:45:00;252;47.65;BT;"GHA";Hydraulic Unit;;
1080955;2021-01-19 17:45:00;249;63.13;FT;"GHA";Hydraulic Unit;;
1081722;2021-01-19 17:30:00;252;45.59;BT;"GHA";Hydraulic Unit;;
1080954;2021-01-19 17:30:00;249;61.36;FT;"GHA";Hydraulic Unit;;
1081721;2021-01-19 17:15:00;252;45.97;BT;"GHA";Hydraulic Unit;;
1080953;2021-01-19 17:15:00;249;59.55;FT;"GHA";Hydraulic Unit;;
1080952;2021-01-19 17:00:00;249;63.61;FT;"GHA";Hydraulic Unit;;
1081720;2021-01-19 17:00:00;252;45.43;BT;"GHA";Hydraulic Unit;;
1080951;2021-01-19 16:45:00;249;61.28;FT;"GHA";Hydraulic Unit;;
1081719;2021-01-19 16:45:00;252;45.13;BT;"GHA";Hydraulic Unit;;
1081718;2021-01-19 16:30:00;252;45.87;BT;"GHA";Hydraulic Unit;;
1080950;2021-01-19 16:30:00;249;66.84;FT;"GHA";Hydraulic Unit;;
1080949;2021-01-19 16:15:00;249;62.76;FT;"GHA";Hydraulic Unit;;
1081717;2021-01-19 16:15:00;252;46.28;BT;"GHA";Hydraulic Unit;;
1081716;2021-01-19 16:00:00;252;47.6;BT;"GHA";Hydraulic Unit;;
1080948;2021-01-19 16:00:00;249;63.79;FT;"GHA";Hydraulic Unit;;
1080947;2021-01-19 15:45:00;249;65.28;FT;"GHA";Hydraulic Unit;;
1081715;2021-01-19 15:45:00;252;46.34;BT;"GHA";Hydraulic Unit;;
1080946;2021-01-19 15:30:00;249;63.34;FT;"GHA";Hydraulic Unit;;
1081714;2021-01-19 15:30:00;252;44.99;BT;"GHA";Hydraulic Unit;;
1081713;2021-01-19 15:15:00;252;45.64;BT;"GHA";Hydraulic Unit;;
1080945;2021-01-19 15:15:00;249;64.01;FT;"GHA";Hydraulic Unit;;
1080944;2021-01-19 15:00:00;249;63.47;FT;"GHA";Hydraulic Unit;;
1081712;2021-01-19 15:00:00;252;46.23;BT;"GHA";Hydraulic Unit;;
1080943;2021-01-19 14:45:00;249;62.21;FT;"GHA";Hydraulic Unit;;
1081711;2021-01-19 14:45:00;252;45.51;BT;"GHA";Hydraulic Unit;;
1081710;2021-01-19 14:30:00;252;45.33;BT;"GHA";Hydraulic Unit;;
1080942;2021-01-19 14:30:00;249;65.65;FT;"GHA";Hydraulic Unit;;
1081709;2021-01-19 14:15:00;252;45.67;BT;"GHA";Hydraulic Unit;;
1080941;2021-01-19 14:15:00;249;62.38;FT;"GHA";Hydraulic Unit;;
1081708;2021-01-19 14:00:00;252;45.84;BT;"GHA";Hydraulic Unit;;
1080940;2021-01-19 14:00:00;249;62.1;FT;"GHA";Hydraulic Unit;;
1081707;2021-01-19 13:45:00;252;45.79;BT;"GHA";Hydraulic Unit;;
1080939;2021-01-19 13:45:00;249;62.29;FT;"GHA";Hydraulic Unit;;
1080938;2021-01-19 13:30:00;249;61.24;FT;"GHA";Hydraulic Unit;;
1081706;2021-01-19 13:30:00;252;47.65;BT;"GHA";Hydraulic Unit;;
1081705;2021-01-19 13:15:00;252;44.51;BT;"GHA";Hydraulic Unit;;
1080937;2021-01-19 13:15:00;249;64.1;FT;"GHA";Hydraulic Unit;;
1080936;2021-01-19 13:00:00;249;63.22;FT;"GHA";Hydraulic Unit;;
1081704;2021-01-19 13:00:00;252;47.01;BT;"GHA";Hydraulic Unit;;
1081703;2021-01-19 12:45:00;252;46.83;BT;"GHA";Hydraulic Unit;;
1080935;2021-01-19 12:45:00;249;62.62;FT;"GHA";Hydraulic Unit;;
1081702;2021-01-19 12:30:00;252;48.8;BT;"GHA";Hydraulic Unit;;
1080934;2021-01-19 12:30:00;249;63.7;FT;"GHA";Hydraulic Unit;;
1080933;2021-01-19 12:15:00;249;65.2;FT;"GHA";Hydraulic Unit;;
1081701;2021-01-19 12:15:00;252;49.06;BT;"GHA";Hydraulic Unit;;
1080932;2021-01-19 12:00:00;249;62.15;FT;"GHA";Hydraulic Unit;;
1081700;2021-01-19 12:00:00;252;45.17;BT;"GHA";Hydraulic Unit;;
1081699;2021-01-19 11:45:00;252;47.29;BT;"GHA";Hydraulic Unit;;
1080931;2021-01-19 11:45:00;249;68.2;FT;"GHA";Hydraulic Unit;;
1081698;2021-01-19 11:30:00;252;45.98;BT;"GHA";Hydraulic Unit;;
1080930;2021-01-19 11:30:00;249;61.04;FT;"GHA";Hydraulic Unit;;
1081697;2021-01-19 11:15:00;252;46.41;BT;"GHA";Hydraulic Unit;;
1080929;2021-01-19 11:15:00;249;65.8;FT;"GHA";Hydraulic Unit;;
1080928;2021-01-19 11:00:00;249;61.37;FT;"GHA";Hydraulic Unit;;
1081696;2021-01-19 11:00:00;252;46.11;BT;"GHA";Hydraulic Unit;;
1080927;2021-01-19 10:45:00;249;63.25;FT;"GHA";Hydraulic Unit;;
1081695;2021-01-19 10:45:00;252;45.77;BT;"GHA";Hydraulic Unit;;
1081694;2021-01-19 10:30:00;252;44.06;BT;"GHA";Hydraulic Unit;;
1080926;2021-01-19 10:30:00;249;66.53;FT;"GHA";Hydraulic Unit;;
1081693;2021-01-19 10:15:00;252;47.7;BT;"GHA";Hydraulic Unit;;
1080925;2021-01-19 10:15:00;249;59.23;FT;"GHA";Hydraulic Unit;;
1080924;2021-01-19 10:00:00;249;62.81;FT;"GHA";Hydraulic Unit;;
1081692;2021-01-19 10:00:00;252;45.17;BT;"GHA";Hydraulic Unit;;
1081691;2021-01-19 09:45:00;252;44.11;BT;"GHA";Hydraulic Unit;;
1080923;2021-01-19 09:45:00;249;64.7;FT;"GHA";Hydraulic Unit;;
1080922;2021-01-19 09:30:00;249;62.71;FT;"GHA";Hydraulic Unit;;
1081690;2021-01-19 09:30:00;252;45.36;BT;"GHA";Hydraulic Unit;;
1081689;2021-01-19 09:15:00;252;43.93;BT;"GHA";Hydraulic Unit;;
1080921;2021-01-19 09:15:00;249;62.89;FT;"GHA";Hydraulic Unit;;
1081688;2021-01-19 09:00:00;252;45.72;BT;"GHA";Hydraulic Unit;;
1080920;2021-01-19 09:00:00;249;64.22;FT;"GHA";Hydraulic Unit;;
1081687;2021-01-19 08:45:00;252;45.45;BT;"GHA";Hydraulic Unit;;
1080919;2021-01-19 08:45:00;249;61.08;FT;"GHA";Hydraulic Unit;;
1081686;2021-01-19 08:30:00;252;47.78;BT;"GHA";Hydraulic Unit;;
1080918;2021-01-19 08:30:00;249;61.28;FT;"GHA";Hydraulic Unit;;
1080917;2021-01-19 08:15:00;249;64.97;FT;"GHA";Hydraulic Unit;;
1081685;2021-01-19 08:15:00;252;47.22;BT;"GHA";Hydraulic Unit;;
