"tmp";"cmd_id";"value";"cmd_name";"device_name";"key";"id";"createdAt";"updatedAt"
2021-01-01 18:00:00;264;0.8;tt_airTemperature_degrec;Meteo Norm;meteonorm/:311314;2128988;;
2021-01-01 18:00:00;274;0;gh_globalRadiationHorizPlan_wm2;Meteo Norm;meteonorm/:311314;2131389;;
2021-01-01 18:15:00;274;0;gh_globalRadiationHorizPlan_wm2;Meteo Norm;meteonorm/:311314;2131390;;
2021-01-01 18:15:00;264;2.3;tt_airTemperature_degrec;Meteo Norm;meteonorm/:311314;2128989;;
2021-01-01 18:30:00;274;0;gh_globalRadiationHorizPlan_wm2;Meteo Norm;meteonorm/:311314;2131391;;
2021-01-01 18:30:00;264;2.2;tt_airTemperature_degrec;Meteo Norm;meteonorm/:311314;2128990;;
2021-01-01 18:45:00;264;2.2;tt_airTemperature_degrec;Meteo Norm;meteonorm/:311314;2128991;;
2021-01-01 18:45:00;274;0;gh_globalRadiationHorizPlan_wm2;Meteo Norm;meteonorm/:311314;2131392;;
2021-01-01 19:00:00;264;2.1;tt_airTemperature_degrec;Meteo Norm;meteonorm/:311314;2128992;;
2021-01-01 19:00:00;274;0;gh_globalRadiationHorizPlan_wm2;Meteo Norm;meteonorm/:311314;2131393;;
2021-01-01 19:15:00;274;0;gh_globalRadiationHorizPlan_wm2;Meteo Norm;meteonorm/:311314;2131394;;
2021-01-01 19:15:00;264;2.1;tt_airTemperature_degrec;Meteo Norm;meteonorm/:311314;2128993;;
2021-01-01 19:30:00;264;2;tt_airTemperature_degrec;Meteo Norm;meteonorm/:311314;2128994;;
2021-01-01 19:30:00;274;0;gh_globalRadiationHorizPlan_wm2;Meteo Norm;meteonorm/:311314;2131395;;
2021-01-01 19:45:00;264;2;tt_airTemperature_degrec;Meteo Norm;meteonorm/:311314;2128995;;
2021-01-01 19:45:00;274;0;gh_globalRadiationHorizPlan_wm2;Meteo Norm;meteonorm/:311314;2131396;;
2021-01-01 20:00:00;274;0;gh_globalRadiationHorizPlan_wm2;Meteo Norm;meteonorm/:311314;2131397;;
2021-01-01 20:00:00;264;2;tt_airTemperature_degrec;Meteo Norm;meteonorm/:311314;2128996;;
2021-01-01 20:15:00;274;0;gh_globalRadiationHorizPlan_wm2;Meteo Norm;meteonorm/:311314;2131398;;
2021-01-01 20:15:00;264;2.5;tt_airTemperature_degrec;Meteo Norm;meteonorm/:311314;2128997;;
2021-01-01 20:30:00;264;2.4;tt_airTemperature_degrec;Meteo Norm;meteonorm/:311314;2128998;;
2021-01-01 20:30:00;274;0;gh_globalRadiationHorizPlan_wm2;Meteo Norm;meteonorm/:311314;2131399;;
2021-01-01 20:45:00;264;2.4;tt_airTemperature_degrec;Meteo Norm;meteonorm/:311314;2128999;;
2021-01-01 20:45:00;274;0;gh_globalRadiationHorizPlan_wm2;Meteo Norm;meteonorm/:311314;2131400;;
2021-01-01 21:00:00;274;0;gh_globalRadiationHorizPlan_wm2;Meteo Norm;meteonorm/:311314;2131401;;
2021-01-01 21:00:00;264;2.4;tt_airTemperature_degrec;Meteo Norm;meteonorm/:311314;2129000;;
2021-01-01 21:15:00;264;2.2;tt_airTemperature_degrec;Meteo Norm;meteonorm/:311314;2129001;;
2021-01-01 21:15:00;274;0;gh_globalRadiationHorizPlan_wm2;Meteo Norm;meteonorm/:311314;2131402;;
2021-01-01 21:30:00;264;2.1;tt_airTemperature_degrec;Meteo Norm;meteonorm/:311314;2129002;;
2021-01-01 21:30:00;274;0;gh_globalRadiationHorizPlan_wm2;Meteo Norm;meteonorm/:311314;2131403;;
2021-01-01 21:45:00;264;2;tt_airTemperature_degrec;Meteo Norm;meteonorm/:311314;2129003;;
2021-01-01 21:45:00;274;0;gh_globalRadiationHorizPlan_wm2;Meteo Norm;meteonorm/:311314;2131404;;
2021-01-01 22:00:00;274;0;gh_globalRadiationHorizPlan_wm2;Meteo Norm;meteonorm/:311314;2131405;;
2021-01-01 22:00:00;264;2;tt_airTemperature_degrec;Meteo Norm;meteonorm/:311314;2129004;;
2021-01-01 22:15:00;274;0;gh_globalRadiationHorizPlan_wm2;Meteo Norm;meteonorm/:311314;2131406;;
2021-01-01 22:15:00;264;2.1;tt_airTemperature_degrec;Meteo Norm;meteonorm/:311314;2129005;;
2021-01-01 22:30:00;274;0;gh_globalRadiationHorizPlan_wm2;Meteo Norm;meteonorm/:311314;2131407;;
2021-01-01 22:30:00;264;2;tt_airTemperature_degrec;Meteo Norm;meteonorm/:311314;2129006;;
2021-01-01 22:45:00;274;0;gh_globalRadiationHorizPlan_wm2;Meteo Norm;meteonorm/:311314;2131408;;
2021-01-01 22:45:00;264;2;tt_airTemperature_degrec;Meteo Norm;meteonorm/:311314;2129007;;
2021-01-01 23:00:00;264;1.9;tt_airTemperature_degrec;Meteo Norm;meteonorm/:311314;2129008;;
2021-01-01 23:00:00;274;0;gh_globalRadiationHorizPlan_wm2;Meteo Norm;meteonorm/:311314;2131409;;
2021-01-01 23:15:00;274;0;gh_globalRadiationHorizPlan_wm2;Meteo Norm;meteonorm/:311314;2131410;;
2021-01-01 23:15:00;264;1.8;tt_airTemperature_degrec;Meteo Norm;meteonorm/:311314;2129009;;
2021-01-01 23:30:00;274;0;gh_globalRadiationHorizPlan_wm2;Meteo Norm;meteonorm/:311314;2131411;;
2021-01-01 23:30:00;264;1.8;tt_airTemperature_degrec;Meteo Norm;meteonorm/:311314;2129010;;
2021-01-01 23:45:00;264;1.8;tt_airTemperature_degrec;Meteo Norm;meteonorm/:311314;2129011;;
2021-01-01 23:45:00;274;0;gh_globalRadiationHorizPlan_wm2;Meteo Norm;meteonorm/:311314;2131412;;
2021-01-02 00:00:00;274;0;gh_globalRadiationHorizPlan_wm2;Meteo Norm;meteonorm/:311314;2131413;;
2021-01-02 00:00:00;264;1.7;tt_airTemperature_degrec;Meteo Norm;meteonorm/:311314;2129012;;
2021-01-02 00:15:00;264;2.4;tt_airTemperature_degrec;Meteo Norm;meteonorm/:311314;2129013;;
2021-01-02 00:15:00;274;0;gh_globalRadiationHorizPlan_wm2;Meteo Norm;meteonorm/:311314;2131414;;
2021-01-02 00:30:00;264;2.4;tt_airTemperature_degrec;Meteo Norm;meteonorm/:311314;2129014;;
2021-01-02 00:30:00;274;0;gh_globalRadiationHorizPlan_wm2;Meteo Norm;meteonorm/:311314;2131415;;
2021-01-02 00:45:00;274;0;gh_globalRadiationHorizPlan_wm2;Meteo Norm;meteonorm/:311314;2131416;;
2021-01-02 00:45:00;264;2.3;tt_airTemperature_degrec;Meteo Norm;meteonorm/:311314;2129015;;
2021-01-02 01:00:00;274;0;gh_globalRadiationHorizPlan_wm2;Meteo Norm;meteonorm/:311314;2131417;;
2021-01-02 01:00:00;264;2.2;tt_airTemperature_degrec;Meteo Norm;meteonorm/:311314;2129016;;
2021-01-02 01:15:00;264;2.5;tt_airTemperature_degrec;Meteo Norm;meteonorm/:311314;2129017;;
2021-01-02 01:15:00;274;0;gh_globalRadiationHorizPlan_wm2;Meteo Norm;meteonorm/:311314;2131418;;
2021-01-02 01:30:00;274;0;gh_globalRadiationHorizPlan_wm2;Meteo Norm;meteonorm/:311314;2131419;;
2021-01-02 01:30:00;264;2.4;tt_airTemperature_degrec;Meteo Norm;meteonorm/:311314;2129018;;
2021-01-02 01:45:00;264;2.4;tt_airTemperature_degrec;Meteo Norm;meteonorm/:311314;2129019;;
2021-01-02 01:45:00;274;0;gh_globalRadiationHorizPlan_wm2;Meteo Norm;meteonorm/:311314;2131420;;
2021-01-02 02:00:00;264;2.4;tt_airTemperature_degrec;Meteo Norm;meteonorm/:311314;2129020;;
2021-01-02 02:00:00;274;0;gh_globalRadiationHorizPlan_wm2;Meteo Norm;meteonorm/:311314;2131421;;
2021-01-02 02:15:00;274;0;gh_globalRadiationHorizPlan_wm2;Meteo Norm;meteonorm/:311314;2131422;;
2021-01-02 02:15:00;264;2.4;tt_airTemperature_degrec;Meteo Norm;meteonorm/:311314;2129021;;
2021-01-02 02:30:00;264;2.4;tt_airTemperature_degrec;Meteo Norm;meteonorm/:311314;2129022;;
2021-01-02 02:30:00;274;0;gh_globalRadiationHorizPlan_wm2;Meteo Norm;meteonorm/:311314;2131423;;
